,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3480,2013,Diesel,Manual,First,47,1399.0,68.05,5.0,6769
3481,2014,Diesel,Automatic,First,42,2143.0,136,5.0,29663
3482,2007,Petrol,Manual,First,35,1150.0,74.9,5.0,2662
3483,2016,Diesel,Manual,First,60,1498.0,99,5.0,7758
3484,2013,Diesel,Automatic,First,53,1582.0,126.2,5.0,10344
3485,2016,Petrol,Automatic,First,50,1197.0,83.1,5.0,8731
3486,2010,Petrol,Manual,First,37,1197.0,85,5.0,5020
3487,2010,Diesel,Automatic,First,23,3498.0,271.72,4.0,48679
3488,2016,Diesel,Automatic,First,51,1995.0,190,5.0,53242
3489,2017,Diesel,Automatic,First,66,1248.0,73.75,5.0,13538
3490,2011,Petrol,Manual,Second,40,1591.0,121.3,5.0,6084
3491,2018,Diesel,Manual,First,40,1956.0,170,5.0,29602
3492,2009,Diesel,Automatic,First,26,1991.0,142,5.0,7986
3493,2013,CNG,Manual,Second,35,1196.0,73,5.0,3955
3494,2018,Diesel,Manual,First,50,1497.0,108.5,5.0,14025
3495,2013,Petrol,Manual,First,49,814.0,55.2,5.0,2738
3496,2015,Diesel,Automatic,First,34,2993.0,258,5.0,48298
3497,2014,Diesel,Manual,First,48,1248.0,88.76,7.0,9112
3498,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,7514
3499,2007,Petrol,Manual,Third,39,1388.0,68,5.0,2281
3500,2008,Petrol,Manual,Third,31,1799.0,130,5.0,4943
3501,2007,LPG,Manual,First,40,1061.0,57.5,5.0,2966
3502,2014,Diesel,Manual,First,48,1248.0,88.8,7.0,9887
3503,2013,Diesel,Manual,First,56,1120.0,70,5.0,5643
3504,2018,Petrol,Manual,First,47,1197.0,81.86,5.0,7606
3505,2008,Petrol,Manual,First,46,1086.0,68.05,5.0,3027
3506,2017,Petrol,Manual,First,42,1198.0,86.7,5.0,6465
3507,2009,Diesel,Automatic,First,29,2698.0,179.5,5.0,12169
3508,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,4487
3509,2018,Petrol,Manual,First,59,799.0,53.3,5.0,5324
3510,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,24339
3511,2015,Petrol,Manual,First,53,796.0,47.3,5.0,4183
3512,2015,Petrol,Manual,First,41,1497.0,117.3,5.0,10572
3513,2011,Petrol,Automatic,Second,27,1796.0,186,5.0,19015
3514,2017,Diesel,Automatic,First,31,2967.0,241.4,5.0,56026
3515,2011,Petrol,Manual,First,38,1199.0,74,5.0,4107
3516,2017,Diesel,Manual,First,50,1396.0,88.7,5.0,15060
3517,2011,Petrol,Manual,First,39,1497.0,118,5.0,5826
3518,2012,Petrol,Manual,First,39,1497.0,118,5.0,7986
3519,2016,Diesel,Manual,First,53,1598.0,118,5.0,11789
3520,2010,Petrol,Manual,Second,38,1586.0,103.2,5.0,3742
3521,2014,Diesel,Manual,First,55,1248.0,74,5.0,6024
3522,2015,Diesel,Manual,First,48,1248.0,88.8,7.0,12550
3523,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,11530
3524,2014,Diesel,Manual,First,56,1120.0,70,5.0,6069
3525,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,9507
3526,2013,Diesel,Manual,First,48,1598.0,103.5,5.0,7606
3527,2005,Diesel,Automatic,Second,25,2987.0,198.5,5.0,7073
3528,2016,Diesel,Automatic,First,30,2199.0,194.3,7.0,32508
3529,2007,Petrol,Manual,First,46,796.0,46.3,5.0,2662
3530,2018,Diesel,Manual,First,29,2499.0,134,5.0,24476
3531,2012,Diesel,Manual,First,58,1396.0,88.7,5.0,6237
3532,2015,Diesel,Manual,First,47,1399.0,68,5.0,5415
3533,2010,Petrol,Manual,Second,39,1497.0,118,5.0,6404
3534,2015,Diesel,Manual,First,56,1582.0,126.2,5.0,10040
3535,2018,Petrol,Automatic,First,30,1591.0,121.3,5.0,21829
3536,2017,Diesel,Manual,First,53,1498.0,89.84,5.0,14451
3537,2011,Diesel,Automatic,First,26,2993.0,241,4.0,33314
3538,2016,Diesel,Automatic,First,42,1995.0,190,5.0,46321
3539,2016,Diesel,Manual,First,60,1498.0,99,5.0,7758
3540,2013,Petrol,Automatic,First,39,1591.0,121.3,5.0,8275
3541,2010,Diesel,Manual,First,32,1399.0,68,5.0,2433
3542,2014,Diesel,Automatic,First,41,1968.0,174.33,5.0,25358
3543,2012,Petrol,Automatic,First,35,1396.0,98.6,5.0,5856
3544,2011,Diesel,Manual,First,33,2755.0,174.5,7.0,16185
3545,2016,Petrol,Manual,First,59,799.0,53.3,5.0,5324
3546,2008,Petrol,Manual,Third,42,995.0,62,5.0,1673
3547,2011,Petrol,Manual,Second,38,1599.0,103.2,5.0,3955
3548,2012,Diesel,Automatic,First,44,1995.0,184,5.0,28142
3549,2015,Diesel,Manual,First,62,1248.0,74,5.0,12093
3550,2017,Diesel,Manual,First,59,1186.0,73.97,5.0,8351
3551,2017,Petrol,Automatic,First,44,1199.0,88.7,5.0,10572
3552,2008,Diesel,Manual,First,39,1405.0,70,5.0,1521
3553,2013,Diesel,Manual,Second,41,1399.0,67,5.0,6769
3554,2016,Diesel,Manual,First,59,1248.0,88.5,5.0,10633
3555,2008,Petrol,Manual,First,36,1586.0,104.68,5.0,5339
3556,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,11469
3557,2016,Diesel,Manual,First,54,1248.0,73.94,5.0,5552
3558,2016,Diesel,Automatic,First,45,1582.0,126.24,5.0,24339
3559,2012,Petrol,Manual,First,38,995.0,62.1,5.0,2129
3560,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,9811
3561,2016,Diesel,Manual,First,57,1120.0,71,5.0,6693
3562,2015,Petrol,Automatic,First,44,1199.0,88.7,5.0,9051
3563,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,5932
3564,2016,Diesel,Automatic,First,30,2143.0,201.1,5.0,53668
3565,2017,Diesel,Manual,First,41,2179.0,153.86,7.0,21677
3566,2017,Diesel,Manual,First,57,1120.0,71,5.0,6845
3567,2015,Diesel,Manual,First,53,1498.0,89.84,5.0,11409
3568,2017,Petrol,Automatic,First,51,624.0,37.48,4.0,5187
3569,2013,Petrol,Manual,Second,45,1198.0,86.8,5.0,4943
3570,2016,Diesel,Manual,First,57,1248.0,88.5,7.0,12626
3571,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,5248
3572,2015,Diesel,Manual,First,37,2179.0,140,7.0,18178
3573,2010,Diesel,Manual,First,48,1598.0,103.6,5.0,6465
3574,2014,Diesel,Manual,First,32,2179.0,138.1,7.0,12550
3575,2010,Petrol,Manual,First,23,2354.0,180,5.0,9051
3576,2016,Petrol,Manual,First,35,1196.0,73,7.0,6541
3577,2012,Diesel,Manual,First,53,1248.0,74,5.0,5932
3578,2016,Petrol,Automatic,First,50,1197.0,83.1,5.0,9751
3579,2015,Diesel,Manual,First,35,2179.0,140,7.0,12717
3580,2014,Petrol,Manual,First,44,1197.0,82,5.0,5856
3581,2017,Diesel,Automatic,First,45,2143.0,167.62,5.0,54763
3582,2011,Petrol,Manual,First,30,1798.0,160,5.0,11409
3583,2015,Diesel,Manual,First,47,1498.0,88.73,5.0,8670
3584,2019,Petrol,Manual,First,49,1197.0,81.80,5.0,8366
3585,2016,Diesel,Manual,First,59,1248.0,74,5.0,8975
3586,2015,Petrol,Manual,First,41,1497.0,117.3,5.0,11789
3587,2010,Diesel,Automatic,First,27,2993.0,235,5.0,27381
3588,2008,Diesel,Manual,First,41,1896.0,106,5.0,6693
3589,2017,Petrol,Automatic,First,40,1197.0,103.5,5.0,12580
3590,2014,Diesel,Manual,First,46,1461.0,83.8,5.0,7225
3591,2008,Petrol,Automatic,First,39,1497.0,118,5.0,5780
3592,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,5172
3593,2016,Petrol,Manual,Second,44,1197.0,82,5.0,7149
3594,2008,Petrol,Manual,Second,39,1388.0,68,5.0,2266
3595,2016,Diesel,Manual,Second,57,1120.0,71,5.0,6845
3596,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,8214
3597,2016,Petrol,Automatic,First,42,1497.0,117.3,5.0,17494
3598,2012,Diesel,Manual,Second,47,1461.0,108.5,5.0,5324
3599,2010,Diesel,Automatic,First,52,1995.0,190,5.0,25100
3600,2012,Petrol,Manual,First,36,1586.0,103.3,5.0,5932
3601,2007,Petrol,Automatic,First,38,1497.0,78,5.0,4943
3602,2018,Petrol,Manual,First,39,1198.0,73.75,5.0,8883
3603,2016,Petrol,Manual,First,39,1198.0,73.75,5.0,8747
3604,2010,Diesel,Automatic,First,38,1968.0,140,5.0,15212
3605,2006,Petrol,Manual,Second,44,998.0,67.1,5.0,1597
3606,2013,Diesel,Automatic,First,44,1582.0,126.32,5.0,8579
3607,2019,Diesel,Automatic,First,42,2143.0,170,5.0,77536
3608,2016,Diesel,Automatic,First,51,1995.0,190,5.0,45560
3609,2014,Diesel,Manual,Second,56,1498.0,98.6,7.0,7377
3610,2016,Diesel,Automatic,First,40,1582.0,126.2,5.0,22057
3611,2011,Petrol,Manual,First,39,1497.0,118,5.0,8366
3612,2011,Diesel,Manual,First,41,1399.0,68,5.0,4867
3613,2016,Diesel,Manual,First,62,1248.0,74,5.0,6845
3614,2015,Diesel,Automatic,First,30,2143.0,204,5.0,46731
3615,2009,Diesel,Manual,First,27,1991.0,147.9,7.0,5324
3616,2007,Diesel,Manual,First,30,2494.0,102,7.0,10633
3617,2014,Diesel,Manual,First,40,1493.0,100,7.0,5248
3618,2015,Petrol,Manual,First,40,1497.0,117.3,5.0,9994
3619,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,26621
3620,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,5704
3621,2017,Petrol,Automatic,First,34,1497.0,121.36,5.0,15196
3622,2012,Diesel,Manual,First,30,2494.0,100,7.0,12474
3623,2005,Petrol,Manual,Third,30,1493.0,100,5.0,1673
3624,2015,CNG,Manual,First,51,1586.0,85.7,5.0,5917
3625,2015,Petrol,Manual,First,58,796.0,47.3,5.0,3726
3626,2009,Diesel,Automatic,First,20,2987.0,224.34,5.0,20916
3627,2017,Diesel,Manual,First,62,1248.0,74,5.0,4563
3628,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,14071
3629,2013,Diesel,Automatic,First,31,2400.0,215,5.0,26849
3630,2014,Diesel,Automatic,First,29,2982.0,168.5,7.0,27762
3631,2013,Diesel,Manual,First,54,1396.0,90,5.0,5248
3632,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,36128
3633,2013,Diesel,Manual,Second,46,1461.0,108.5,5.0,8290
3634,2017,Petrol,Automatic,First,54,998.0,67.04,5.0,7986
3635,2012,Petrol,Automatic,First,39,1197.0,78.9,5.0,4411
3636,2010,Diesel,Automatic,First,53,1995.0,190,5.0,21601
3637,2018,Petrol,Manual,First,44,1197.0,82,5.0,8823
3638,2017,Petrol,Automatic,First,44,1197.0,82,5.0,10983
3639,2016,Petrol,Manual,First,44,1197.0,81.86,5.0,7408
3640,2013,Petrol,Manual,First,38,1198.0,74,5.0,5020
3641,2007,Petrol,Manual,Second,41,1497.0,78,5.0,4563
3642,2014,Diesel,Automatic,First,42,2143.0,136,5.0,39551
3643,2017,Petrol,Manual,First,32,796.0,35,5.0,4411
3644,2014,Petrol,Automatic,First,37,1591.0,121.3,5.0,11409
3645,2015,Petrol,Manual,First,53,796.0,47.3,5.0,3590
3646,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,17326
3647,2013,Diesel,Manual,First,35,2179.0,140,7.0,10678
3648,2016,Diesel,Manual,First,57,1248.0,88.5,5.0,12169
3649,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10815
3650,1998,Diesel,Automatic,First,23,1796.0,157.7,5.0,5932
3651,2009,Petrol,Manual,First,46,796.0,46.3,5.0,3270
3652,2013,Petrol,Manual,First,42,1198.0,86.7,5.0,4943
3653,2015,Diesel,Automatic,First,29,2993.0,255,5.0,107489
3654,2013,Diesel,Manual,First,56,1120.0,70,5.0,7012
3655,2008,Petrol,Manual,First,31,1799.0,130,5.0,3574
3656,2014,Diesel,Manual,Second,56,1120.0,70,5.0,6160
3657,2009,Petrol,Manual,Second,37,796.0,37,4.0,1216
3658,2014,Diesel,Manual,First,55,1364.0,67.1,5.0,8518
3659,2015,Diesel,Manual,First,53,1396.0,88.73,5.0,8138
3660,2017,Petrol,Manual,First,56,998.0,67.1,5.0,4943
3661,2012,Diesel,Automatic,Second,40,1995.0,184,5.0,17494
3662,2016,Petrol,Automatic,First,54,998.0,67.04,5.0,6465
3663,2009,Petrol,Automatic,Second,32,1798.0,157.75,5.0,6769
3664,2009,Diesel,Manual,First,32,2498.0,112,7.0,4335
3665,2014,Diesel,Manual,First,35,2179.0,140,7.0,11941
3666,2016,Petrol,Manual,First,44,1197.0,85.8,5.0,8062
3667,2017,Petrol,Manual,First,44,999.0,123.24,5.0,12169
3668,2014,Diesel,Manual,First,50,1364.0,87.2,5.0,14345
3669,2012,Petrol,Manual,First,43,1197.0,80,5.0,4183
3670,2018,Diesel,Manual,First,47,1461.0,108.45,5.0,20536
3671,2009,Diesel,Automatic,First,25,2987.0,198.5,5.0,15196
3672,2017,Petrol,Manual,First,49,998.0,100,5.0,10572
3673,2015,Petrol,Automatic,First,42,1498.0,99.6,5.0,10268
3674,2015,Petrol,Automatic,First,44,1197.0,82,5.0,8366
3675,2018,Petrol,Manual,First,50,1462.0,103.25,5.0,13964
3676,2014,Petrol,Manual,First,44,1197.0,82,5.0,6313
3677,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,9887
3678,2015,Petrol,Manual,First,50,1197.0,81.80,5.0,6252
3679,2008,Diesel,Manual,Second,39,1493.0,110,5.0,3422
3680,2015,Petrol,Manual,First,41,1197.0,78.9,5.0,6936
3681,2013,Diesel,Manual,First,27,2498.0,112,7.0,6084
3682,2015,Diesel,Manual,First,55,1364.0,67.06,5.0,8016
3683,2019,Diesel,Manual,First,42,2523.0,63,7.0,13858
3684,2010,Diesel,Manual,Second,33,1995.0,147.6,5.0,9431
3685,2017,Diesel,Automatic,First,26,2755.0,171.5,7.0,30378
3686,2016,Diesel,Manual,First,50,1396.0,88.7,5.0,15470
3687,2014,Diesel,Manual,First,66,1248.0,74,5.0,6845
3688,2019,Diesel,Manual,First,56,1582.0,126.2,5.0,21723
3689,2012,Petrol,Manual,Second,46,796.0,46.3,5.0,3757
3690,2016,Diesel,Manual,First,55,1248.0,88.5,5.0,12017
3691,2011,Petrol,Manual,First,49,814.0,55.2,5.0,3498
3692,2013,Petrol,Manual,First,31,1598.0,102.5,5.0,9887
3693,2016,Petrol,Manual,First,49,814.0,55.2,5.0,4943
3694,2017,Diesel,Manual,First,48,1248.0,88.7,5.0,8899
3695,2014,Diesel,Automatic,Second,33,2143.0,203,5.0,44115
3696,2014,Diesel,Automatic,Second,33,1968.0,174.3,5.0,39110
3697,2008,Petrol,Manual,Second,35,1596.0,101,5.0,2814
3698,2015,Diesel,Automatic,First,44,1995.0,184,5.0,34607
3699,2018,Petrol,Manual,First,49,998.0,100,5.0,12656
3700,2014,Diesel,Automatic,First,33,2143.0,203,5.0,39551
3701,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,5248
3702,2017,Petrol,Manual,First,44,1197.0,82,5.0,7834
3703,2014,Petrol,Manual,First,45,1198.0,86.8,5.0,5339
3704,2015,Diesel,Manual,First,51,1396.0,88.76,5.0,5248
3705,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,5704
3706,2001,Petrol,Manual,Second,30,1493.0,100,5.0,2205
3707,2008,Diesel,Manual,First,43,1896.0,66,5.0,3346
3708,2010,Diesel,Manual,First,30,2499.0,141,7.0,12154
3709,2013,Diesel,Manual,Second,43,1991.0,147.9,5.0,10268
3710,2014,Diesel,Manual,First,56,1498.0,98.6,7.0,7606
3711,2012,Diesel,Manual,Second,48,1248.0,88.76,7.0,8975
3712,2013,Petrol,Manual,First,44,1197.0,82,5.0,5704
3713,2014,Diesel,Automatic,First,34,2993.0,270.9,5.0,44875
3714,2014,Petrol,Manual,First,42,1198.0,86.7,5.0,7225
3715,2011,Diesel,Automatic,First,29,2698.0,179.5,5.0,17494
3716,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10572
3717,2016,Petrol,Manual,First,39,1198.0,73.75,5.0,8214
3718,2011,Petrol,Automatic,First,31,1997.0,135.1,5.0,7225
3719,2011,Petrol,Manual,First,56,998.0,67.1,5.0,3270
3720,2005,Petrol,Manual,First,46,796.0,46.3,5.0,1369
3721,2016,Petrol,Manual,First,48,998.0,67.04,5.0,5324
3722,2016,Diesel,Manual,First,47,1248.0,92,5.0,8899
3723,2010,Diesel,Manual,First,45,1248.0,73.9,5.0,4791
3724,2016,Diesel,Manual,First,50,1461.0,84.8,5.0,9127
3725,2010,Petrol,Manual,First,43,1197.0,80,5.0,3392
3726,2016,Petrol,Manual,First,44,1197.0,82,5.0,3803
3727,2015,Petrol,Manual,First,44,998.0,67.1,5.0,5887
3728,2014,Diesel,Manual,First,35,2179.0,140,7.0,14451
3729,2014,Diesel,Automatic,First,29,2982.0,168.5,7.0,27001
3730,2012,Diesel,Manual,First,46,1461.0,108.45,5.0,5704
3731,2010,Petrol,Manual,Second,42,1086.0,62.1,5.0,2281
3732,2013,Petrol,Manual,Second,40,1591.0,121.3,5.0,7606
3733,2014,Diesel,Automatic,Second,35,1995.0,177,5.0,25860
3734,2011,Petrol,Automatic,First,30,1799.0,130,5.0,6662
3735,2018,Petrol,Automatic,First,35,1798.0,187.74,5.0,63130
3736,2017,Petrol,Manual,First,48,998.0,67.04,5.0,4563
3737,2018,Diesel,Manual,First,57,1248.0,88.5,5.0,16733
3738,2012,Diesel,Automatic,Second,27,2720.0,190,7.0,21297
3739,2016,Diesel,Automatic,First,62,1248.0,74,5.0,11637
3740,2018,Petrol,Manual,First,39,1591.0,121.3,5.0,13234
3741,2016,Diesel,Manual,First,59,1248.0,88.50,7.0,15060
3742,2010,Petrol,Manual,First,31,1495.0,94,5.0,3118
3743,2016,Petrol,Manual,First,39,1197.0,80,5.0,7986
3744,2012,Petrol,Manual,First,39,1591.0,121.3,5.0,8777
3745,2010,Petrol,Manual,First,46,796.0,46.3,5.0,2966
3746,2011,Diesel,Manual,Second,28,2179.0,120,8.0,11333
3747,2012,Petrol,Manual,First,44,998.0,67.1,5.0,3955
3748,2011,Petrol,Manual,Second,39,1197.0,80,5.0,4943
3749,2010,Diesel,Manual,First,49,1248.0,73.9,5.0,5856
3750,2013,Diesel,Automatic,Second,32,1995.0,148,5.0,11409
3751,2012,Diesel,Automatic,First,53,1995.0,190,5.0,17494
3752,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,4943
3753,2003,Petrol,Manual,Second,27,1997.0,134,5.0,2281
3754,2014,Diesel,Manual,First,45,1248.0,73.9,5.0,8077
3755,2013,Diesel,Manual,First,37,2179.0,140,7.0,13690
3756,2016,Petrol,Manual,First,46,1086.0,68.05,5.0,5461
3757,2016,Petrol,Manual,First,48,1373.0,91.1,5.0,11180
3758,2013,Diesel,Manual,First,30,2494.0,102,8.0,18254
3759,2017,Petrol,Manual,First,44,1197.0,82,5.0,9157
3760,2008,Diesel,Manual,First,38,1991.0,123.7,5.0,3909
3761,2013,Diesel,Manual,First,30,2696.0,162,7.0,18939
3762,2015,Diesel,Manual,First,35,2179.0,140,7.0,19213
3763,2014,Petrol,Manual,Second,40,1497.0,117.3,5.0,11789
3764,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8366
3765,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,6739
3766,2016,Diesel,Automatic,First,42,2143.0,136,5.0,37285
3767,2014,Petrol,Manual,First,51,814.0,55,5.0,4031
3768,2012,CNG,Manual,Second,78,796.0,40.3,4.0,3194
3769,2011,Petrol,Manual,First,41,1496.0,88.7,5.0,4867
3770,2016,Diesel,Manual,First,55,1248.0,74,5.0,6465
3771,2008,Petrol,Manual,First,46,796.0,46.3,5.0,1673
3772,2015,Petrol,Manual,First,54,998.0,67.04,5.0,6541
3773,2015,Diesel,Manual,First,53,1498.0,89.84,5.0,13538
3774,2015,Diesel,Manual,First,44,1461.0,108.5,5.0,9887
3775,2009,Petrol,Automatic,Third,26,2354.0,142,5.0,5324
3776,2008,Diesel,Manual,First,41,1248.0,75,5.0,6465
3777,2018,Diesel,Automatic,First,37,2179.0,140,7.0,25039
3778,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,9051
3779,2015,Petrol,Manual,First,41,1497.0,117.3,5.0,10800
3780,2011,Petrol,Manual,Second,36,1172.0,67,5.0,1901
3781,2013,Petrol,Manual,First,37,1373.0,93.7,7.0,8366
3782,2013,Petrol,Manual,First,43,1198.0,75,5.0,4943
3783,2010,Petrol,Manual,First,39,1497.0,118,5.0,7606
3784,2016,Petrol,Manual,First,39,1496.0,88.73,5.0,10009
3785,2013,Diesel,Automatic,First,44,1995.0,184,5.0,29663
3786,2017,Petrol,Manual,First,43,1199.0,88.7,5.0,9340
3787,2013,Diesel,Manual,First,66,1248.0,73.75,5.0,7530
3788,2013,Diesel,Manual,First,48,1598.0,103.5,5.0,8747
3789,2013,Diesel,Manual,First,35,2179.0,140,7.0,10040
3790,2015,Petrol,Automatic,First,44,1197.0,82,5.0,8701
3791,2009,Petrol,Manual,Second,39,1497.0,118,5.0,3955
3792,2010,Diesel,Manual,Second,30,2494.0,102,7.0,9887
3793,2011,Diesel,Manual,Second,35,2179.0,140,7.0,9279
3794,2010,Diesel,Manual,First,45,1248.0,73.9,5.0,5856
3795,2013,Petrol,Manual,Second,35,1598.0,103.6,5.0,6845
3796,2013,Diesel,Automatic,Second,38,1968.0,147.51,5.0,27762
3797,2012,Petrol,Manual,First,37,1373.0,93.7,7.0,8747
3798,2010,CNG,Manual,Second,34,1798.0,138,5.0,5096
3799,2010,Petrol,Manual,Second,37,796.0,37,4.0,1369
3800,2011,Petrol,Manual,First,39,1497.0,118,5.0,8366
3801,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,6069
3802,2014,Petrol,Automatic,First,45,2494.0,158.2,5.0,28522
3803,2014,Diesel,Manual,First,56,1120.0,70,5.0,5324
3804,2016,Diesel,Automatic,First,26,2755.0,171.5,8.0,25024
3805,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,5552
3806,2014,Petrol,Automatic,First,44,1197.0,82,5.0,8214
3807,2018,Diesel,Manual,First,64,1248.0,74,5.0,13234
3808,2016,Petrol,Automatic,First,34,1798.0,177.46,5.0,31565
3809,2010,Diesel,Automatic,First,34,2143.0,170,5.0,19015
3810,2011,Diesel,Manual,First,49,1248.0,73.9,5.0,2875
3811,2015,Diesel,Manual,First,55,1248.0,74,5.0,6084
3812,2012,Petrol,Manual,First,34,1799.0,130.2,5.0,6008
3813,2015,Diesel,Manual,First,57,1248.0,88.5,7.0,11941
3814,2014,Diesel,Manual,First,53,1582.0,126.24,5.0,10648
3815,2016,Diesel,Automatic,First,29,2982.0,168.5,7.0,38015
3816,2013,Petrol,Automatic,First,40,1197.0,103.6,5.0,6845
3817,2005,Diesel,Manual,Third,43,1896.0,66,5.0,1901
3818,2014,Diesel,Manual,First,47,1498.0,88.8,5.0,6008
3819,2012,Petrol,Manual,Second,42,1086.0,62.1,5.0,2433
3820,2004,Petrol,Manual,First,31,1495.0,94,5.0,912
3821,2014,Petrol,Manual,Second,49,814.0,55.2,5.0,5156
3822,2011,Diesel,Manual,First,30,2494.0,102,7.0,14907
3823,2017,Diesel,Manual,First,63,1248.0,74,5.0,8990
3824,2017,Petrol,Manual,First,50,1462.0,103.25,5.0,12550
3825,2012,Petrol,Manual,First,41,1298.0,85.8,5.0,5704
3826,2017,Petrol,Automatic,First,42,1497.0,117.3,5.0,19015
3827,2015,Petrol,Manual,First,45,1198.0,86.8,5.0,5780
3828,2014,Diesel,Manual,First,55,1364.0,67.04,5.0,6617
3829,2015,Diesel,Automatic,First,31,2400.0,215,5.0,49439
3830,2015,Petrol,Manual,First,36,1193.0,64.08,5.0,4563
3831,2016,Diesel,Automatic,Second,26,2755.0,171.5,7.0,28903
3832,2013,Diesel,Manual,First,48,1598.0,103.6,5.0,7606
3833,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8290
3834,2010,Petrol,Manual,First,44,998.0,67.1,5.0,4107
3835,2006,Petrol,Manual,First,30,2987.0,210,5.0,16353
3836,2015,Diesel,Manual,First,47,1498.0,88.8,5.0,8823
3837,2007,Petrol,Manual,Second,35,1193.0,65.3,5.0,1445
3838,2002,Petrol,Manual,Second,37,796.0,37,4.0,958
3839,2018,Diesel,Manual,First,40,1956.0,170,5.0,26697
3840,2016,Petrol,Manual,First,56,998.0,67.1,5.0,4563
3841,2013,Diesel,Automatic,First,45,1968.0,141,5.0,22818
3842,2016,Diesel,Manual,First,62,1248.0,74,5.0,9127
3843,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,11637
3844,2009,Diesel,Manual,Second,37,2148.0,170,5.0,12930
3845,2013,Diesel,Manual,First,47,1399.0,68,5.0,3422
3846,2010,Petrol,Automatic,Second,34,1798.0,138.1,5.0,7073
3847,2016,Diesel,Manual,First,53,1598.0,118,5.0,11941
3848,2011,Petrol,Manual,First,36,1196.0,70,5.0,5263
3849,2018,Petrol,Automatic,First,44,1199.0,88.7,5.0,12550
3850,2006,Petrol,Manual,First,40,993.0,60,5.0,1901
3851,2012,Diesel,Manual,Third,27,2982.0,171,7.0,24339
3852,2015,Diesel,Manual,First,61,1248.0,88.5,5.0,11257
3853,2016,Petrol,Manual,First,59,799.0,53.3,5.0,4670
3854,2011,Petrol,Automatic,First,45,1197.0,80,5.0,5841
3855,2016,Petrol,Automatic,First,54,998.0,67.04,5.0,6389
3856,2018,Diesel,Manual,First,50,1396.0,88.7,5.0,16459
3857,2016,Diesel,Manual,First,64,1498.0,98.6,5.0,9279
3858,2011,Petrol,Manual,First,39,1497.0,118,5.0,4715
3859,2001,Petrol,Manual,Third,32,1468.0,85.8,5.0,1521
3860,2012,Petrol,Manual,First,39,1498.0,97.6,5.0,7134
3861,2011,Petrol,Automatic,First,27,2354.0,177.6,5.0,8214
3862,2016,Diesel,Manual,First,35,2179.0,140,7.0,18254
3863,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,9887
3864,2014,Diesel,Manual,First,54,1461.0,63.1,5.0,4563
3865,2015,Petrol,Automatic,First,44,1373.0,91.1,5.0,10496
3866,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,6084
3867,2011,Petrol,Manual,First,39,1197.0,80,5.0,6465
3868,2008,Petrol,Manual,First,34,1798.0,138.1,5.0,7758
3869,2014,Diesel,Manual,First,59,1498.0,98.6,5.0,7453
3870,2014,Petrol,Manual,Second,47,1197.0,81.80,5.0,5476
3871,2016,Diesel,Automatic,First,33,2143.0,203,5.0,51721
3872,2015,Diesel,Manual,First,30,2494.0,100.6,7.0,12550
3873,2011,Petrol,Manual,First,37,1298.0,88.2,5.0,1977
3874,2018,Diesel,Automatic,First,45,2143.0,167.62,5.0,59403
3875,2015,Petrol,Manual,First,44,1197.0,82,5.0,5704
3876,2010,Petrol,Manual,First,44,998.0,67.1,5.0,3194
3877,2016,Diesel,Manual,First,53,1498.0,98.59,5.0,13386
3878,2015,Petrol,Manual,First,38,1198.0,74,5.0,8883
3879,2018,Petrol,Automatic,First,40,1591.0,121.3,5.0,13736
3880,2017,Petrol,Automatic,Second,56,999.0,67,5.0,4943
3881,2013,Petrol,Automatic,First,38,1198.0,86.8,5.0,7453
3882,2018,Petrol,Manual,First,42,1196.0,86.8,5.0,9827
3883,2014,Diesel,Manual,Second,27,2982.0,171,7.0,28142
